Gene,Chr,Pos,. Genotypes
GRMZM2G110504,8,6920282,1
GRMZM2G110509,8,84607964,3
GRMZM2G110531,1,240589411,1
GRMZM2G110548,7,78343239,3
GRMZM2G110558,5,213181305,5
GRMZM2G110572,1,147986125,3
GRMZM2G110579,5,192847108,4
GRMZM2G110582,9,77309317,3
GRMZM2G110584,8,112834802,1
GRMZM2G110616,1,7568584,1
GRMZM2G110626,5,213171635,5
GRMZM2G110657,5,213126078,4
GRMZM2G110681,1,240980385,1
GRMZM2G110685,7,89093831,2
GRMZM2G110714,8,173704920,4
GRMZM2G110726,9,3927436,4
GRMZM2G110735,5,8259942,4
GRMZM2G110816,2,175628659,5
GRMZM2G110843,4,231146448,3
GRMZM2G110851,1,299095376,2
GRMZM2G110858,3,228938265,2
GRMZM2G110881,5,2594661,3
GRMZM2G110897,3,174761220,4
GRMZM2G110922,3,174771084,4
GRMZM2G110952,5,2576096,5
GRMZM2G110968,5,36547775,5
GRMZM2G110983,6,66204496,1
GRMZM2G110988,9,113848352,2
GRMZM2G110993,9,43274655,2
GRMZM2G111014,3,42889445,2
GRMZM2G111015,4,147907319,3
GRMZM2G111017,6,161657886,3
GRMZM2G111022,5,132175390,4
GRMZM2G111113,3,221901033,2
GRMZM2G111123,3,221916276,5
GRMZM2G111138,10,89741669,2
GRMZM2G111143,2,133839676,4
GRMZM2G111152,7,132729623,2
GRMZM2G111164,3,33058530,2
GRMZM2G111172,2,233177380,1
GRMZM2G111189,3,172522549,2
GRMZM2G111191,1,20990167,3
GRMZM2G111200,3,33062886,3
GRMZM2G111204,2,174677401,4
GRMZM2G111214,1,20997156,4
GRMZM2G111224,7,165363256,3
GRMZM2G111225,4,145568902,5
GRMZM2G111228,4,26614636,2
GRMZM2G111232,2,11050839,5
GRMZM2G111238,5,39178794,2
GRMZM2G111247,4,36206175,1
GRMZM2G111261,4,26653642,2
GRMZM2G111269,1,252926447,2
GRMZM2G111300,4,26655664,4
GRMZM2G111304,4,236952988,1
GRMZM2G111306,8,128428118,2
GRMZM2G111309,7,148453931,1
GRMZM2G111324,1,27629087,3
GRMZM2G111394,6,111558610,1
GRMZM2G111411,8,115482059,1
GRMZM2G111421,6,111570680,3
GRMZM2G111423,10,125849690,4
GRMZM2G111441,3,172675582,4
GRMZM2G111451,4,173804074,2
GRMZM2G111455,4,212162013,3
GRMZM2G111462,10,125846083,4
GRMZM2G111472,8,172486991,2
GRMZM2G111475,5,12580999,4
GRMZM2G111477,5,30994251,5
GRMZM2G111482,10,125840829,1
GRMZM2G111491,4,173816420,3
GRMZM2G111494,2,157947975,2
GRMZM2G111501,8,172465756,3
GRMZM2G111511,8,172455317,5
GRMZM2G111529,5,144098484,5
GRMZM2G111533,3,230749888,2
GRMZM2G111579,6,24551637,4
GRMZM2G111596,8,102262956,2
GRMZM2G111611,3,204470266,4
GRMZM2G111632,4,183395795,4
GRMZM2G111657,3,194801818,2
GRMZM2G111672,7,170419653,2
GRMZM2G111679,5,12558907,3
GRMZM2G111713,7,170436552,1
GRMZM2G111720,4,183399210,5
GRMZM2G111770,10,125194771,3
GRMZM2G111780,7,131107877,3
GRMZM2G111782,5,163288049,3
GRMZM2G111818,4,183450888,4
GRMZM2G111846,3,8812689,3
GRMZM2G111872,5,164123848,3
GRMZM2G111886,4,229341810,4
GRMZM2G111907,3,177787187,4
GRMZM2G111917,2,108617605,5
GRMZM2G111922,4,145732590,2
GRMZM2G111923,4,146002613,4
GRMZM2G111928,4,185565898,3
GRMZM2G111954,2,30361249,1
GRMZM2G111998,8,32962795,3
GRMZM2G112003,5,1085756,3
GRMZM2G112039,2,47606351,1
GRMZM2G112050,4,37762468,2
GRMZM2G112057,10,138210362,5
GRMZM2G112072,2,36358651,3
GRMZM2G112074,3,129045421,4
GRMZM2G112079,8,163518369,1
GRMZM2G112122,4,153582762,2
GRMZM2G112149,5,15546960,4
GRMZM2G112165,2,189443346,4
GRMZM2G112238,6,31600920,2
GRMZM2G112240,4,170915243,1
GRMZM2G112242,1,221943918,1
GRMZM2G112244,5,195418828,3
GRMZM2G112247,5,193730417,5
GRMZM2G112285,10,120943950,2
GRMZM2G112336,8,80225894,4
GRMZM2G112337,6,99767182,2
GRMZM2G112352,5,193728599,4
GRMZM2G112366,5,15543932,4
GRMZM2G112428,9,134572148,2
GRMZM2G112483,2,33341702,2
GRMZM2G112524,1,47172621,1
GRMZM2G112530,2,33348456,1
GRMZM2G112535,8,153796333,4
GRMZM2G112594,2,33356008,1
GRMZM2G112596,1,253613356,3
GRMZM2G112609,1,298825926,4
GRMZM2G112626,5,198892600,4
GRMZM2G112629,3,29613452,3
GRMZM2G112640,1,11168951,4
GRMZM2G112659,8,25019652,3
GRMZM2G112672,1,253638944,5
GRMZM2G112681,8,20827958,2
GRMZM2G112686,8,25010075,2
GRMZM2G112728,1,11113401,3
GRMZM2G112764,6,85160845,2
GRMZM2G112782,10,71050873,4
GRMZM2G112795,4,20506387,5
GRMZM2G112805,5,65417374,3
GRMZM2G112830,5,192305569,1
GRMZM2G112836,8,169064436,3
GRMZM2G112839,2,221080231,2
GRMZM2G112865,8,169057945,4
GRMZM2G112894,4,20512316,5
GRMZM2G112895,5,65420212,3
GRMZM2G112912,8,169054104,4
GRMZM2G112914,5,192312008,3
GRMZM2G112925,1,40512134,4
GRMZM2G112954,2,207976893,4
GRMZM2G112965,6,71449505,2
GRMZM2G112968,8,11500879,4
GRMZM2G113016,7,174534308,4
GRMZM2G113017,6,71497596,4
GRMZM2G113039,7,174510005,1
GRMZM2G113052,7,174506330,2
GRMZM2G113053,1,224789767,1
GRMZM2G113056,7,174494555,3
GRMZM2G113062,1,224797646,3
GRMZM2G113064,5,179278096,2
GRMZM2G113073,10,5756814,4
GRMZM2G113089,10,5747228,4
GRMZM2G113093,10,5737355,5
GRMZM2G113096,3,145182525,4
GRMZM2G113127,1,183775964,1
GRMZM2G113129,6,162915572,5
GRMZM2G113137,1,296254120,5
GRMZM2G113156,6,139879564,3
GRMZM2G113158,1,296660534,3
GRMZM2G113159,9,147410592,5
GRMZM2G113163,9,154761837,5
GRMZM2G113174,1,9544567,2
GRMZM2G113177,6,162920380,3
GRMZM2G113196,1,183779311,3
GRMZM2G113202,1,229190192,2
GRMZM2G113203,9,57011777,2
GRMZM2G113205,9,147408071,2
GRMZM2G113216,6,162921925,4
GRMZM2G113228,10,5731013,3
GRMZM2G113229,1,183781205,2
GRMZM2G113232,9,147401478,4
GRMZM2G113244,6,88592821,3
GRMZM2G113245,9,154779995,3
GRMZM2G113250,1,296263348,2
GRMZM2G113264,3,166072166,5
GRMZM2G113267,9,154784832,3
GRMZM2G113272,6,88585084,1
GRMZM2G113276,6,139868061,3
GRMZM2G113295,9,147377897,2
GRMZM2G113319,3,203463415,1
GRMZM2G113325,5,174290414,5
GRMZM2G113332,5,168671885,4
GRMZM2G113351,1,17735185,5
GRMZM2G113355,6,167472376,4
GRMZM2G113364,1,46926144,3
GRMZM2G113370,2,206903615,2
GRMZM2G113372,9,124265247,2
GRMZM2G113382,6,162929158,4
GRMZM2G113396,2,206899558,4
GRMZM2G113401,1,17745805,4
GRMZM2G113408,6,162937193,4
GRMZM2G113409,5,174303273,5
GRMZM2G113414,3,189346299,3
GRMZM2G113418,5,210299792,2
GRMZM2G113420,2,206891215,4
GRMZM2G113423,9,147369722,1
GRMZM2G113432,7,156213970,5
GRMZM2G113439,5,171965679,4
GRMZM2G113453,5,174317316,4
GRMZM2G113470,4,9894815,5
GRMZM2G113473,9,147360058,1
GRMZM2G113476,2,206863182,3
GRMZM2G113480,9,45849799,1
GRMZM2G113486,9,147357057,2
GRMZM2G113495,3,59813429,2
GRMZM2G113506,9,147350390,2
GRMZM2G113512,2,209278434,3
GRMZM2G113532,9,47228953,5
GRMZM2G113549,8,70532094,2
GRMZM2G113554,8,118858475,2
GRMZM2G113569,1,262812087,4
GRMZM2G113596,5,174358584,3
GRMZM2G113613,5,50092763,3
GRMZM2G113626,3,10606784,1
GRMZM2G113629,2,49990625,3
GRMZM2G113652,8,87802723,2
GRMZM2G113655,5,50086420,3
GRMZM2G113668,7,43705415,4
GRMZM2G113696,2,209290125,3
GRMZM2G113726,1,183802751,5
GRMZM2G113742,1,221577549,4
GRMZM2G113771,5,10971764,2
GRMZM2G113775,1,19699886,5
GRMZM2G113781,1,229813185,2
GRMZM2G113790,4,68153297,3
GRMZM2G113796,7,102646804,4
GRMZM2G113815,10,22363792,4
GRMZM2G113821,1,19693631,4
GRMZM2G113840,1,183807402,5
GRMZM2G113844,2,105163335,2
GRMZM2G113866,9,124767357,1
GRMZM2G113873,9,118451092,2
GRMZM2G113899,1,183841470,4
GRMZM2G113911,1,183846728,4
GRMZM2G113950,4,170245076,3
GRMZM2G113959,8,165729299,2
GRMZM2G113967,4,183982375,3
GRMZM2G113990,2,26697968,3
GRMZM2G113995,5,199763209,5
GRMZM2G114008,2,5720486,1
GRMZM2G114044,3,2814551,3
GRMZM2G114048,3,216319240,4
GRMZM2G114052,4,183977936,4
GRMZM2G114055,1,21758761,3
GRMZM2G114098,9,21581370,2
GRMZM2G114107,2,196407124,5
GRMZM2G114113,5,199767541,2
GRMZM2G114119,10,54339044,2
GRMZM2G114126,9,139761532,5
GRMZM2G114131,2,15968004,5
GRMZM2G114162,5,11370430,1
GRMZM2G114172,8,165678768,3
GRMZM2G114182,10,142332149,5
GRMZM2G114190,1,21703406,3
GRMZM2G114192,2,15976963,5
GRMZM2G114220,2,15984838,3
GRMZM2G114232,1,21686896,1
GRMZM2G114234,1,21683725,4
GRMZM2G114241,5,172096945,2
GRMZM2G114276,2,15995145,5
GRMZM2G114312,9,122869357,3
GRMZM2G114322,2,199174267,1
GRMZM2G114325,10,144846065,3
GRMZM2G114337,6,87400001,5
GRMZM2G114356,1,119999113,2
GRMZM2G114371,5,207029609,4
GRMZM2G114380,3,218511500,1
GRMZM2G114394,6,87405007,4
GRMZM2G114399,3,218492189,2
GRMZM2G114444,3,218484192,5
GRMZM2G114459,1,2091264,3
GRMZM2G114469,1,2087748,1
GRMZM2G114513,6,162335484,3
GRMZM2G114557,5,5923624,4
GRMZM2G114560,6,166180169,2
GRMZM2G114570,1,224376273,5
GRMZM2G114575,7,168575665,4
GRMZM2G114578,6,166171122,3
GRMZM2G114584,3,122110327,3
GRMZM2G114592,6,166166355,4
GRMZM2G114613,3,122103572,4
GRMZM2G114617,3,133315289,1
GRMZM2G114634,5,5927805,5
GRMZM2G114650,2,197381683,4
GRMZM2G114660,4,152715248,3
GRMZM2G114667,1,92245908,2
GRMZM2G114672,9,86296829,2
GRMZM2G114675,5,143671654,1
GRMZM2G114681,2,179437374,4
GRMZM2G114688,7,161254545,5
GRMZM2G114692,1,295762426,2
GRMZM2G114702,4,78612644,2
GRMZM2G114706,7,112980638,3
GRMZM2G114707,1,92241154,3
GRMZM2G114739,1,193865683,5
GRMZM2G114748,7,145226398,3
GRMZM2G114751,7,118507870,2
GRMZM2G114758,9,149005945,5
GRMZM2G114772,1,92238878,3
GRMZM2G114778,4,87685714,1
GRMZM2G114789,5,10542148,5
GRMZM2G114793,5,69326015,3
GRMZM2G114801,6,120057025,2
GRMZM2G114816,1,193869224,5
GRMZM2G114841,1,193873435,2
GRMZM2G114850,3,122075642,1
GRMZM2G114861,2,7627606,4
GRMZM2G114866,1,181211777,2
GRMZM2G114873,3,166449409,5
GRMZM2G114888,5,66831656,1
GRMZM2G114895,8,139487413,4
GRMZM2G114899,1,296846935,4
GRMZM2G114906,1,89242073,2
GRMZM2G114911,4,154986209,3
GRMZM2G114924,3,122066480,4
GRMZM2G114930,3,122060932,4
GRMZM2G114954,8,98598771,4
GRMZM2G114988,4,78544243,4
GRMZM2G115000,3,166435742,4
GRMZM2G115013,4,177150530,4
GRMZM2G115047,5,66834342,1
GRMZM2G115049,6,161448768,1
GRMZM2G115065,6,148836498,2
GRMZM2G115131,1,14169263,3
GRMZM2G115152,3,162296902,2
GRMZM2G115156,9,21720590,4
GRMZM2G115162,1,300742250,3
GRMZM2G115198,3,6164378,4
GRMZM2G115245,4,208397653,4
GRMZM2G115255,6,140858523,2
GRMZM2G115257,5,159537747,2
GRMZM2G115260,1,249750150,2
GRMZM2G115280,5,88216563,3
GRMZM2G115304,7,129344431,3
GRMZM2G115342,4,235761411,4
GRMZM2G115372,1,298776963,3
GRMZM2G115390,3,207236939,2
GRMZM2G115398,6,152126422,3
GRMZM2G115420,5,176215669,2
GRMZM2G115422,8,167381306,4
GRMZM2G115424,10,31307434,2
GRMZM2G115442,1,188344473,1
GRMZM2G115451,2,135722118,2
GRMZM2G115456,1,299193259,1
GRMZM2G115481,4,184945666,1
GRMZM2G115491,5,168891046,1
GRMZM2G115499,4,184935936,2
GRMZM2G115504,5,168886076,4
GRMZM2G115516,1,285310975,4
GRMZM2G115518,5,60802547,4
GRMZM2G115564,9,104493467,5
GRMZM2G115574,3,9935818,4
GRMZM2G115578,5,33415234,2
GRMZM2G115579,10,18859495,4
GRMZM2G115598,2,7191548,4
GRMZM2G115612,5,3640603,3
GRMZM2G115621,5,60779320,3
GRMZM2G115633,9,153040545,4
GRMZM2G115635,1,219063814,4
GRMZM2G115646,1,235645210,3
GRMZM2G115658,2,148659795,2
GRMZM2G115670,7,93376311,1
GRMZM2G115674,9,153035937,4
GRMZM2G115698,9,58624591,2
GRMZM2G115701,5,200907820,4
GRMZM2G115707,1,219072007,1
GRMZM2G115721,9,55511799,3
GRMZM2G115750,1,201486676,2
GRMZM2G115755,5,181831713,1
GRMZM2G115757,7,137459980,1
GRMZM2G115762,9,136802904,3
GRMZM2G115766,8,149995717,4
GRMZM2G115775,4,66615396,3
GRMZM2G115812,3,141570560,4
GRMZM2G115817,2,209301312,4
GRMZM2G115825,9,136299026,4
GRMZM2G115828,8,150010615,4
GRMZM2G115834,3,6523526,4
GRMZM2G115839,1,273849592,2
GRMZM2G115841,9,155765842,1
GRMZM2G115855,4,198277729,4
GRMZM2G115875,3,48797019,4
GRMZM2G115901,7,137461562,2
GRMZM2G115914,5,52887693,1
GRMZM2G115921,1,61714587,5
GRMZM2G115925,9,143608770,1
GRMZM2G115939,5,56740215,1
GRMZM2G115957,7,38619081,2
GRMZM2G115960,3,48806099,4
GRMZM2G115975,1,61698478,3
GRMZM2G115981,1,184570459,2
GRMZM2G115998,1,237966275,3
GRMZM2G116004,2,174950734,4
GRMZM2G116010,1,61695544,3
GRMZM2G116029,6,131991036,1
GRMZM2G116034,5,56777318,3
GRMZM2G116053,3,13591070,4
GRMZM2G116079,4,231902388,2
GRMZM2G116083,8,138789615,3
GRMZM2G116086,8,172560243,4
GRMZM2G116087,8,173115313,3
GRMZM2G116114,3,178326541,1
GRMZM2G116126,1,285767474,4
GRMZM2G116135,3,220506826,4
GRMZM2G116140,5,59973944,3
GRMZM2G116151,6,132024672,2
GRMZM2G116167,5,59979551,2
GRMZM2G116190,5,59995481,3
GRMZM2G116196,2,178608164,4
GRMZM2G116204,3,133889119,3
GRMZM2G116243,5,59998169,2
GRMZM2G116258,6,155589637,3
GRMZM2G116273,8,173120281,3
GRMZM2G116282,3,202257420,3
GRMZM2G116292,1,31071829,3
GRMZM2G116314,4,227110247,3
GRMZM2G116327,9,113705788,1
GRMZM2G116376,4,213036108,2
GRMZM2G116427,6,84521547,1
GRMZM2G116434,5,60771679,4
GRMZM2G116475,6,84526594,3
GRMZM2G116506,8,5476702,2
GRMZM2G116514,7,141730248,1
GRMZM2G116517,7,116373726,3
GRMZM2G116526,1,234816360,4
GRMZM2G116538,10,132885303,4
GRMZM2G116542,10,137314676,4
GRMZM2G116557,8,160098877,4
GRMZM2G116563,5,194339522,2
GRMZM2G116574,3,116981223,1
GRMZM2G116584,3,220521288,3
GRMZM2G116586,5,56783038,5
GRMZM2G116603,7,156076058,4
GRMZM2G116620,7,166698871,5
GRMZM2G116626,10,91714745,2
GRMZM2G116634,2,221738860,4
GRMZM2G116646,3,89432124,3
GRMZM2G116658,7,141676511,1
GRMZM2G116670,3,189936508,2
GRMZM2G116675,4,195200791,2
GRMZM2G116681,9,153916962,4
GRMZM2G116685,6,2589956,4
GRMZM2G116689,7,116376959,2
GRMZM2G116700,3,189896685,3
GRMZM2G116714,1,172283264,1
GRMZM2G116750,9,153923463,2
GRMZM2G116803,9,153930009,1
GRMZM2G116812,2,144048928,2
GRMZM2G116831,1,216300082,3
GRMZM2G116840,1,256367213,1
GRMZM2G116872,5,180550179,2
GRMZM2G116876,5,1959022,1
GRMZM2G116881,6,107380746,2
GRMZM2G116885,1,232920569,4
GRMZM2G116919,6,107368218,2
GRMZM2G116971,1,216640332,2
GRMZM2G116981,5,207732984,4
GRMZM2G117007,8,131041825,2
GRMZM2G117012,5,69435628,4
GRMZM2G117022,3,186563452,4
GRMZM2G117028,10,31008000,1
GRMZM2G117030,3,60531582,3
GRMZM2G117057,6,121538409,2
GRMZM2G117064,4,204339561,4
GRMZM2G117100,5,46261721,3
GRMZM2G117108,5,182761550,4
GRMZM2G117153,9,140587983,4
GRMZM2G117189,1,199297811,4
GRMZM2G117193,1,213230805,4
GRMZM2G117198,8,129620275,2
GRMZM2G117207,9,138018025,4
GRMZM2G117222,1,70247215,5
GRMZM2G117226,2,233469811,2
GRMZM2G117228,1,59146694,3
GRMZM2G117238,5,190481655,3
GRMZM2G117240,1,172018780,3
GRMZM2G117250,1,199338615,1
GRMZM2G117300,2,153399725,2
GRMZM2G117344,6,155451851,5
GRMZM2G117346,4,237676915,5
GRMZM2G117357,6,138487245,3
GRMZM2G117360,9,91756140,2
GRMZM2G117369,7,13401686,4
GRMZM2G117388,8,109005381,3
GRMZM2G117410,6,155458313,3
GRMZM2G117412,2,184012579,4
GRMZM2G117439,6,138434682,4
GRMZM2G117441,4,237683669,4
GRMZM2G117458,6,155463010,4
GRMZM2G117459,4,237693123,2
GRMZM2G117465,8,90833342,2
GRMZM2G117482,6,165098066,1
GRMZM2G117507,6,147337322,4
GRMZM2G117513,1,69887443,5
GRMZM2G117517,5,17267084,1
GRMZM2G117531,10,145120859,1
GRMZM2G117544,5,93516048,5
GRMZM2G117558,6,155508869,2
GRMZM2G117574,6,165103808,2
GRMZM2G117582,6,155515571,4
GRMZM2G117609,4,16843577,5
GRMZM2G117612,7,148882225,1
GRMZM2G117614,4,191950464,4
GRMZM2G117615,6,147310895,4
GRMZM2G117619,10,117022555,5
GRMZM2G117632,10,117026642,4
GRMZM2G117633,10,117053979,4
GRMZM2G117642,7,153099069,3
GRMZM2G117680,9,119431822,4
GRMZM2G117707,7,166466703,4
GRMZM2G117742,8,143004452,4
GRMZM2G117746,9,127488885,4
GRMZM2G117754,8,142977923,2
GRMZM2G117755,4,74457156,2
GRMZM2G117771,2,83843965,1
GRMZM2G117776,3,140606840,2
GRMZM2G117779,9,127505114,3
GRMZM2G117786,4,82011477,4
GRMZM2G117796,9,127518068,3
GRMZM2G117804,1,87439297,3
GRMZM2G117822,4,74452448,2
GRMZM2G117836,10,53481481,2
GRMZM2G117851,3,212182540,3
GRMZM2G117854,6,155520900,3
GRMZM2G117870,2,197582360,3
GRMZM2G117900,2,205770628,5
GRMZM2G117935,9,94575520,4
GRMZM2G117956,9,117307520,3
GRMZM2G117961,6,3236901,3
GRMZM2G117968,2,205709269,4
GRMZM2G117984,6,3248680,4
GRMZM2G117993,2,212235664,2
GRMZM2G118003,1,264802447,2
GRMZM2G118022,9,117328236,2
GRMZM2G118037,6,150509880,3
GRMZM2G118062,1,296166757,4
GRMZM2G118063,10,57996086,1
GRMZM2G118074,7,74384085,1
GRMZM2G118082,4,202518235,3
GRMZM2G118098,5,130499373,1
GRMZM2G118205,4,35757321,5
GRMZM2G118208,1,37849364,4
GRMZM2G118214,10,9406363,5
GRMZM2G118243,3,10274338,4
GRMZM2G118265,8,157289232,2
GRMZM2G118286,10,9379118,5
GRMZM2G118309,6,108670012,4
GRMZM2G118316,10,9363412,5
GRMZM2G118344,6,124661162,5
GRMZM2G118345,2,28049361,2
GRMZM2G118355,9,23738390,2
GRMZM2G118362,3,167472974,5
GRMZM2G118363,3,184059175,2
GRMZM2G118366,5,207655920,4
GRMZM2G118385,4,200185673,4
GRMZM2G118403,3,212699809,3
GRMZM2G118409,8,174447136,3
GRMZM2G118433,1,235703647,1
GRMZM2G118453,8,174426298,3
GRMZM2G118462,8,174419330,4
GRMZM2G118467,1,241904102,2
GRMZM2G118485,1,28522549,3
GRMZM2G118497,1,31057302,1
GRMZM2G118515,8,159674193,4
GRMZM2G118597,6,133288682,5
GRMZM2G118636,8,157298852,4
GRMZM2G118637,4,236858040,2
GRMZM2G118644,8,157314633,4
GRMZM2G118646,1,174280361,4
GRMZM2G118690,9,23754839,2
GRMZM2G118693,4,155835760,3
GRMZM2G118714,10,12601102,2
GRMZM2G118731,5,191770094,2
GRMZM2G118737,5,171279859,3
GRMZM2G118743,1,145297741,1
GRMZM2G118766,4,141601663,4
GRMZM2G118770,8,175060907,2
GRMZM2G118800,2,130291621,3
GRMZM2G118806,8,175065868,4
GRMZM2G118825,5,171274084,2
GRMZM2G118870,4,110529273,4
GRMZM2G118917,1,238325526,5
GRMZM2G118939,5,96753895,1
GRMZM2G118951,6,132226149,4
GRMZM2G118957,4,125350866,1
GRMZM2G118959,9,138241683,4
GRMZM2G118979,9,138231278,3
GRMZM2G119071,4,63092970,2
GRMZM2G119079,9,115320972,3
GRMZM2G119104,1,22584657,1
GRMZM2G119116,10,99603610,4
GRMZM2G119117,2,144678468,2
GRMZM2G119127,10,99603610,4
GRMZM2G119133,5,171706350,1
GRMZM2G119146,9,115327115,4
GRMZM2G119169,8,93179871,1
GRMZM2G119175,4,187885140,4
GRMZM2G119214,2,179751654,4
GRMZM2G119219,4,187875330,4
GRMZM2G119230,8,17370952,4
GRMZM2G119248,1,156540205,1
GRMZM2G119249,1,151023622,1
GRMZM2G119256,8,68935003,2
GRMZM2G119258,4,160340315,2
GRMZM2G119261,2,113184110,2
GRMZM2G119265,8,165409572,3
GRMZM2G119273,3,179723387,3
GRMZM2G119287,4,202760002,2
GRMZM2G119300,3,179727418,3
GRMZM2G119311,4,160340315,1
GRMZM2G119322,3,179733996,3
GRMZM2G119339,1,173656866,4
GRMZM2G119345,8,10756073,4
GRMZM2G119357,1,216471735,4
GRMZM2G119359,9,25709516,4
GRMZM2G119361,8,13371498,4
GRMZM2G119383,10,140142664,3
GRMZM2G119393,4,239932718,4
GRMZM2G119397,8,165405990,4
GRMZM2G119411,9,25725239,4
GRMZM2G119426,4,239933482,5
GRMZM2G119471,1,5348288,4
GRMZM2G119482,4,235606766,5
GRMZM2G119485,5,192061500,1
GRMZM2G119490,5,192135449,2
GRMZM2G119494,1,5347347,4
GRMZM2G119513,7,137614426,1
GRMZM2G119516,2,185216561,4
GRMZM2G119517,5,172809895,5
GRMZM2G119523,3,90412821,1
GRMZM2G119527,8,131111056,2
GRMZM2G119544,1,241392204,5
GRMZM2G119566,5,172808758,3
GRMZM2G119571,5,91265388,1
GRMZM2G119583,6,24319070,3
GRMZM2G119623,5,153945654,2
GRMZM2G119627,9,140970534,4
GRMZM2G119640,4,236889914,3
GRMZM2G119657,1,227115880,2
GRMZM2G119675,2,213386334,4
GRMZM2G119689,2,56808928,4
GRMZM2G119691,5,213363361,5
GRMZM2G119696,4,72052048,5
GRMZM2G119703,2,58465481,4
GRMZM2G119705,7,162811107,1
GRMZM2G119714,6,91559991,3
GRMZM2G119722,8,63557225,2
GRMZM2G119725,5,131457082,1
GRMZM2G119736,1,5325965,4
GRMZM2G119740,7,162799005,4
GRMZM2G119745,2,213399332,4
GRMZM2G119749,3,40937207,4
GRMZM2G119761,1,206510707,5
GRMZM2G119766,1,84764271,2
GRMZM2G119769,5,213339406,4
GRMZM2G119773,2,3177697,3
GRMZM2G119778,3,40922136,4
GRMZM2G119782,5,213337214,4
GRMZM2G119791,4,200841213,5
GRMZM2G119802,10,142092079,3
GRMZM2G119809,8,73386705,1
GRMZM2G119850,1,56074001,5
GRMZM2G119852,1,15775277,3
GRMZM2G119865,6,79555253,2
GRMZM2G119867,10,67272162,3
GRMZM2G119890,5,97173622,3
GRMZM2G119894,3,50094414,5
GRMZM2G119906,2,178224316,4
GRMZM2G119916,2,3182441,5
GRMZM2G119921,5,97174313,3
GRMZM2G119930,4,200842466,4
GRMZM2G119932,4,236926300,5
GRMZM2G119933,1,15785176,4
GRMZM2G119941,2,3186778,5
GRMZM2G119950,2,178225776,3
GRMZM2G120008,6,33618153,3
GRMZM2G120047,6,80974688,2
GRMZM2G120085,1,244560514,3
GRMZM2G120091,2,189715786,2
GRMZM2G120115,3,35995146,4
GRMZM2G120136,10,145274102,5
GRMZM2G120163,6,116277112,3
GRMZM2G120167,4,16130285,3
GRMZM2G120173,6,158403052,2
GRMZM2G120175,6,158412474,1
GRMZM2G120202,8,40152864,2
GRMZM2G120262,3,172808318,1
GRMZM2G120271,3,8746985,2
GRMZM2G120296,3,9862410,4
GRMZM2G120300,7,140572251,3
GRMZM2G120302,9,7578418,3
GRMZM2G120304,3,31898279,1
GRMZM2G120371,6,108060253,2
GRMZM2G120373,4,146706994,3
GRMZM2G120408,5,139232272,3
GRMZM2G120410,5,16611940,3
GRMZM2G120432,6,90207814,2
GRMZM2G120440,1,294728560,2
GRMZM2G120484,1,276809437,3
GRMZM2G120530,10,29223943,1
GRMZM2G120539,5,70683741,2
GRMZM2G120563,7,1305979,5
GRMZM2G120572,7,1297354,4
GRMZM2G120574,7,1293256,5
GRMZM2G120575,7,1289007,3
GRMZM2G120578,5,70685355,3
GRMZM2G120579,5,34609696,5
GRMZM2G120596,1,286858844,2
GRMZM2G120652,7,1284857,5
GRMZM2G120674,1,286845488,2
GRMZM2G120724,2,14731557,3
GRMZM2G120740,10,101652141,3
GRMZM2G120814,3,172566396,2
GRMZM2G120816,8,149426126,4
GRMZM2G120839,8,131175589,3
GRMZM2G120857,8,2319155,2
GRMZM2G120942,7,119040029,2
GRMZM2G120951,8,174892991,1
GRMZM2G120954,7,169452871,2
GRMZM2G120971,7,169443490,4
GRMZM2G120973,5,25798594,1
GRMZM2G120975,9,151490073,4
GRMZM2G120987,9,151479012,2
GRMZM2G121022,7,165097011,5
GRMZM2G121034,4,207411598,3
GRMZM2G121063,2,10672278,3
GRMZM2G121070,2,7664079,1
GRMZM2G121074,2,7661273,5
GRMZM2G121075,4,158560031,3
GRMZM2G121096,10,67932783,2
GRMZM2G121111,10,88751253,2
GRMZM2G121115,5,180903337,1
GRMZM2G121117,8,125417911,1
GRMZM2G121128,1,99697378,5
GRMZM2G121137,10,82669561,1
GRMZM2G121176,5,4015222,4
GRMZM2G121186,6,161660202,4
GRMZM2G121189,7,110057475,2
GRMZM2G121200,7,110059777,1
GRMZM2G121208,6,161709024,3
GRMZM2G121210,4,158497203,3
GRMZM2G121221,5,4038984,4
GRMZM2G121228,1,286121524,2
GRMZM2G121229,6,161711853,3
GRMZM2G121237,6,161716224,5
GRMZM2G121262,6,161720115,3
GRMZM2G121269,4,238361987,4
GRMZM2G121303,9,135150845,3
GRMZM2G121309,5,151712626,2
GRMZM2G121312,1,187884183,1
GRMZM2G121333,9,23455447,3
GRMZM2G121354,6,81615606,3
GRMZM2G121374,6,81622020,3
GRMZM2G121404,3,37667100,3
GRMZM2G121427,2,201769434,2
GRMZM2G121452,3,6303730,4
GRMZM2G121456,9,135144475,2
GRMZM2G121458,2,207148070,4
GRMZM2G121468,5,174220781,2
GRMZM2G121495,4,230347538,3
GRMZM2G121510,8,129290762,2
GRMZM2G121514,6,147221425,4
GRMZM2G121516,7,160143564,5
GRMZM2G121520,4,239207606,4
GRMZM2G121525,5,174217102,2
GRMZM2G121543,7,160139449,3
GRMZM2G121565,6,147209782,3
