name2	S	ThetaW	ThetaPi	ThetaH	TajD	seqbp
GRMZM2G078164	0	0	0	NA	NA	30
GRMZM2G078174	0	0	0	NA	NA	86
GRMZM2G078178	2	0.437326	0.500435	NA	0.251209	234
GRMZM2G078180	7	1.46581	2.67481	1.0613	2.0691	220
GRMZM2G078198	9	1.89547	2.16238	3.727	0.377102	339
GRMZM2G078200	20	4.22572	5.48053	15.4678	0.917416	394
GRMZM2G078204	9	1.9601	1.0487	3.97564	-1.28769	398
GRMZM2G078210	7	1.53476	2.00071	0.187874	0.797439	201
GRMZM2G078218	0	0	0	NA	NA	65
GRMZM2G078238	4	0.841964	0.873497	0.197968	0.0804124	320
GRMZM2G078252	16	3.33848	4.21667	6.78864	0.777354	350
GRMZM2G078264	19	3.97202	3.59562	9.11457	-0.287691	593
GRMZM2G078267	0	0	0	NA	NA	3
GRMZM2G078272	4	0.843455	1.17375	3.47083	0.842295	180
GRMZM2G078274	13	2.76508	2.80146	5.76588	0.0382993	522
GRMZM2G078275	7	1.4828	2.67158	3.39241	2.03452	329
GRMZM2G078279	7	1.50055	2.05252	NA	0.944649	76
GRMZM2G078281	6	1.25967	0.674546	2.09537	-1.12196	213
GRMZM2G078283	5	1.04932	0.296746	3.82168	-1.64446	279
GRMZM2G078292	6	1.26357	1.44492	1.59516	0.347732	352
GRMZM2G078299	1	0.216029	0.130672	0.00967937	-0.509081	56
GRMZM2G078314	10	2.12537	1.99591	0.659844	-0.168396	85
GRMZM2G078324	1	0.214445	0.50791	NA	1.75026	65
GRMZM2G078360	18	3.77375	3.48002	9.1226	-0.235192	726
GRMZM2G078362	6	1.28856	1.67237	0.209214	0.735957	187
GRMZM2G078373	5	1.0537	1.73496	1.06494	1.48863	227
GRMZM2G078379	21	4.41542	6.2718	10.991	1.3008	991
GRMZM2G078396	7	1.47966	1.53071	1.60303	0.0873627	101
GRMZM2G078401	1	0.219447	0.498253	0.369672	1.66283	24
GRMZM2G078412	8	1.71434	3.34592	2.10157	2.52438	364
GRMZM2G078414	0	0	0	NA	NA	33
GRMZM2G078416	29	6.06206	7.13629	6.82192	0.565278	407
GRMZM2G078440	10	2.13957	2.15563	2.35726	0.0208826	208
GRMZM2G078441	18	3.77061	5.12179	2.06933	1.0819	424
GRMZM2G078458	10	2.09743	3.51354	3.29794	1.84199	370
GRMZM2G078465	2	0.424429	0.584511	NA	0.637208	107
GRMZM2G078469	7	1.47663	1.95399	0.159363	0.816971	301
GRMZM2G078472	8	1.67588	2.10636	2.3703	0.666045	389
GRMZM2G078480	13	2.71853	3.20256	3.90528	0.509466	236
GRMZM2G078500	11	2.33293	3.58945	0.581012	1.51483	230
GRMZM2G078501	1	0.208796	0.294996	1.37665	0.514102	116
GRMZM2G078508	0	0	0	0	NA	23
GRMZM2G078517	20	4.20428	5.00829	6.7246	0.587826	290
GRMZM2G078526	4	0.830125	1.25631	0.424845	1.08683	175
GRMZM2G078541	11	2.30623	3.87811	4.68701	1.89504	414
GRMZM2G078548	5	1.0552	1.32752	1.6629	0.595041	349
GRMZM2G078566	13	2.75521	4.3255	5.21407	1.6528	350
GRMZM2G078569	10	2.10024	3.24183	2.59807	1.48491	282
GRMZM2G078576	6	1.26807	1.15205	4.62794	-0.222472	469
GRMZM2G078592	0	0	0	NA	NA	104
GRMZM2G078595	1	0.216029	0.130672	NA	-0.509081	27
GRMZM2G078623	1	0.210116	0.282051	NA	0.429031	108
GRMZM2G078636	4	0.856344	1.16544	0.0132205	0.788228	219
GRMZM2G078638	0	0	0	NA	NA	34
GRMZM2G078641	3	0.633167	0.240691	1.72047	-1.21121	174
GRMZM2G078648	0	0	0	NA	NA	90
GRMZM2G078650	3	0.634482	1.24802	0.0496032	1.89341	108
GRMZM2G078656	5	1.06963	1.51513	1.51539	0.973468	109
GRMZM2G078667	3	0.631785	1.03054	1.2331	1.23058	161
GRMZM2G078691	4	0.846171	1.11642	0.0369681	0.689167	107
GRMZM2G078723	1	0.214445	0.183051	NA	-0.187238	137
GRMZM2G078725	15	3.15422	3.62036	1.2656	0.435655	353
GRMZM2G078732	1	0.208796	0.275241	NA	0.396286	54
GRMZM2G078754	4	0.854973	1.19037	2.75856	0.855309	216
GRMZM2G078756	8	1.67927	0.873326	2.18444	-1.24695	281
GRMZM2G078757	1	0.208796	0.0294118	0.000438982	-1.06987	352
GRMZM2G078771	9	1.88751	2.94018	0.864903	1.48729	195
GRMZM2G078779	5	1.08113	1.40007	NA	0.696934	159
GRMZM2G078781	7	1.48655	2.28583	0.0951877	1.36792	348
GRMZM2G078798	1	0.207531	0.109317	0.00662526	-0.585763	76
GRMZM2G078804	4	0.886157	0.883488	NA	-0.00680558	199
GRMZM2G078806	6	1.25824	2.3922	0.996401	2.17435	190
GRMZM2G078820	0	0	0	NA	NA	4
GRMZM2G078826	7	1.46992	1.8974	2.62627	0.731598	572
GRMZM2G078832	15	3.20095	4.75105	4.98359	1.44874	440
GRMZM2G078839	2	0.420291	0.0909197	1.97257	-1.31107	155
GRMZM2G078862	2	0.420232	0.549184	0.0228438	0.513298	79
GRMZM2G078876	2	0.435476	0.427237	NA	-0.0327954	129
GRMZM2G078886	3	0.623859	0.492207	1.49068	-0.406287	190
GRMZM2G078887	2	0.42161	0.804843	NA	1.52547	199
GRMZM2G078890	8	1.74447	0.962366	2.06844	-1.21007	361
GRMZM2G078894	10	2.17232	3.2232	9.73737	1.36691	283
GRMZM2G078895	5	1.05339	1.89813	1.90176	1.84585	176
GRMZM2G078906	2	0.423051	0.801723	0.118985	1.50731	209
GRMZM2G078926	11	2.29824	3.43937	4.7893	1.37572	447
GRMZM2G078933	2	0.417593	0.27568	0.0158033	-0.564887	135
GRMZM2G078941	8	1.72749	2.90031	0.727531	1.8146	120
GRMZM2G078954	0	0	NA	NA	NA	NA
GRMZM2G078959	7	1.5095	1.34488	4.25703	-0.281728	137
GRMZM2G078963	12	2.55699	2.31092	8.21009	-0.27652	277
GRMZM2G078985	3	0.629141	1.22759	1.34696	1.84685	139
GRMZM2G078995	1	0.229885	0.485201	0.305497	1.52273	47
GRMZM2G079003	7	1.46847	1.70637	3.16891	0.40715	114
GRMZM2G079013	22	4.63705	7.18164	6.51416	1.71192	521
GRMZM2G079031	7	1.46691	0.463234	3.98684	-1.71772	559
GRMZM2G079034	9	1.94785	2.89503	NA	1.33825	197
GRMZM2G079066	4	0.837938	0.858274	1.41314	0.0518601	116
GRMZM2G079067	9	1.87675	1.08722	0.0757347	-1.11551	121
GRMZM2G079080	14	2.97187	3.9481	8.30793	0.96647	365
GRMZM2G079082	39	8.18057	9.18298	21.4151	0.402589	738
GRMZM2G079083	6	1.2811	2.1897	0.572027	1.74222	109
GRMZM2G079089	2	0.420232	0.951515	0.638228	2.11479	102
GRMZM2G079100	0	0	0	NA	NA	123
GRMZM2G079109	23	4.83848	5.47141	8.96826	0.409493	346
GRMZM2G079112	0	0	0	0	NA	415
GRMZM2G079123	7	1.45783	1.86474	3.78377	0.696391	237
GRMZM2G079127	4	0.871373	0.994073	0	0.3129	243
GRMZM2G079143	23	4.79379	7.5808	12.8959	1.80314	284
GRMZM2G079162	2	0.433722	0.200801	NA	-0.927149	51
GRMZM2G079185	0	0	0	NA	NA	108
GRMZM2G079196	2	0.417647	0.526245	0.270188	0.432275	144
GRMZM2G079200	1	0.210116	0.030303	NA	-1.07243	100
GRMZM2G079206	12	2.53019	2.97196	6.65605	0.496437	260
GRMZM2G079219	17	3.5447	3.34643	2.52085	-0.166701	437
GRMZM2G079226	2	0.433722	0.333184	1.37463	-0.400196	139
GRMZM2G079231	18	3.74453	4.71224	4.43482	0.774853	378
GRMZM2G079236	22	4.63775	4.07253	13.8282	-0.380263	504
GRMZM2G079256	1	0.211494	0.245536	0.0401786	0.203029	225
GRMZM2G079257	19	3.99452	5.27339	4.09157	0.977454	322
GRMZM2G079263	7	1.49158	1.55332	3.2218	0.105672	306
GRMZM2G079281	1	0.207531	0.357764	NA	0.896006	49
GRMZM2G079290	0	0	0	NA	NA	84
GRMZM2G079293	3	0.630407	0.748551	1.67251	0.364602	159
GRMZM2G079306	2	0.428964	0.7586	NA	1.31212	55
GRMZM2G079308	13	2.80144	3.54836	6.21137	0.786164	290
GRMZM2G079316	1	0.221297	0.482655	NA	1.55877	106
GRMZM2G079323	24	5.02915	4.13052	7.70156	-0.559948	443
GRMZM2G079339	1	0.227534	0.124638	NA	-0.613686	28
GRMZM2G079342	8	1.71472	2.84972	NA	1.75608	294
GRMZM2G079348	7	1.49157	3.06539	1.47676	2.69347	348
GRMZM2G079352	2	0.417593	0.0873573	0.00219491	-1.31451	133
GRMZM2G079353	4	0.836618	0.684963	4.4239	-0.386736	101
GRMZM2G079365	1	0.223254	0.150204	0	-0.435678	136
GRMZM2G079376	0	0	0	NA	NA	23
GRMZM2G079381	9	1.90732	3.78464	0.674058	2.65242	386
GRMZM2G079389	16	3.3853	3.74525	7.79321	0.318626	485
GRMZM2G079397	0	0	0	NA	NA	87
GRMZM2G079403	4	0.870032	1.00557	2.99857	0.345629	140
GRMZM2G079409	3	0.636055	1.31195	0.160714	2.08586	229
GRMZM2G079417	5	1.05076	2.38674	3.00244	2.91927	37
GRMZM2G079428	9	1.90218	1.59408	6.70239	-0.435307	443
GRMZM2G079436	16	3.37249	3.27739	1.49632	-0.0841824	520
GRMZM2G079440	3	0.636177	1.36286	0.279746	2.24259	117
GRMZM2G079452	10	2.11249	3.57609	2.26599	1.90376	281
GRMZM2G079468	9	1.89303	2.92671	8.15757	1.46046	352
GRMZM2G079470	4	0.852673	0.650719	0.011181	-0.515005	355
GRMZM2G079471	4	0.83656	1.12806	0.479257	0.743351	337
GRMZM2G079477	6	1.37394	1.79582	NA	0.80895	52
GRMZM2G079487	4	0.856568	1.94611	0.702678	2.77845	68
GRMZM2G079490	8	1.67715	2.81549	0.793609	1.76124	215
GRMZM2G079491	7	1.47105	2.03824	NA	0.9707	180
GRMZM2G079499	1	0.217694	0.194805	NA	-0.136509	92
GRMZM2G079538	4	0.839257	0.77521	4.05261	-0.163328	314
GRMZM2G079545	8	1.6718	2.6126	2.50035	1.45562	122
GRMZM2G079554	9	1.88881	3.62403	3.53271	2.45164	310
GRMZM2G079559	1	0.221297	0.401207	0.147813	1.073	165
GRMZM2G079574	5	1.04932	1.49002	0.635964	0.962992	92
GRMZM2G079583	13	2.72119	3.47957	5.98196	0.798226	359
GRMZM2G079596	0	0	0	NA	NA	33
GRMZM2G079613	16	3.3819	4.60898	8.41486	1.08619	198
GRMZM2G079616	1	0.211494	0.328869	0.0838294	0.700039	318
GRMZM2G079617	26	5.45858	7.79446	5.59819	1.3556	345
GRMZM2G079619	4	0.84472	1.93593	1.02686	2.7827	381
GRMZM2G079625	4	0.843586	1.08602	0.262134	0.618228	125
GRMZM2G079629	11	2.30088	2.52016	4.31712	0.26436	243
GRMZM2G079632	4	0.882845	0.793053	0.0435572	-0.22898	169
GRMZM2G079638	4	0.867296	1.02058	NA	0.390893	115
GRMZM2G079653	2	0.430941	0.986776	0.31002	2.21252	132
GRMZM2G079658	1	0.211494	0.03125	0.000496032	-1.075	218
GRMZM2G079661	6	1.26947	2.36863	NA	2.1076	145
GRMZM2G079668	17	3.58054	4.06595	10.0878	0.408127	495
GRMZM2G079682	9	1.88209	3.14882	2.22192	1.78973	259
GRMZM2G079683	0	0	0	NA	NA	29
GRMZM2G079723	9	1.88203	1.86681	0.433222	-0.0215085	179
GRMZM2G079727	4	0.844598	1.2313	0.625496	0.986134	161
GRMZM2G079730	0	0	0	NA	NA	19
GRMZM2G079746	0	0	0	NA	NA	49
GRMZM2G079759	12	2.52481	1.75228	7.40174	-0.868123	260
GRMZM2G079768	6	1.32445	1.30425	NA	-0.0387304	210
GRMZM2G079772	15	3.14741	4.7473	2.57775	1.49528	443
GRMZM2G079774	1	0.212935	0.252247	0	0.234463	134
GRMZM2G079777	11	2.34054	4.4991	2.35851	2.60233	198
GRMZM2G079782	0	0	0	NA	NA	108
GRMZM2G079784	3	0.643632	1.03552	0.491772	1.20939	258
GRMZM2G079785	1	0.214445	0.0333333	NA	-1.08017	110
GRMZM2G079796	1	0.216029	0.266788	0.0490018	0.302732	258
GRMZM2G079805	5	1.05628	2.36374	NA	2.85696	130
GRMZM2G079807	6	1.25848	1.239	NA	-0.0373558	149
GRMZM2G079817	11	2.30933	2.2343	8.53245	-0.090451	369
GRMZM2G079823	9	1.89831	2.2876	1.25986	0.550022	482
GRMZM2G079825	4	0.890003	1.22686	NA	0.85902	193
GRMZM2G079832	23	4.82622	6.14497	5.67516	0.853207	388
GRMZM2G079839	3	0.625124	0.604031	3.22381	-0.0650953	220
GRMZM2G079850	5	1.05064	0.664746	2.08739	-0.843223	84
GRMZM2G079873	1	0.207531	0.500621	0.39793	1.74802	40
GRMZM2G079883	3	0.642922	0.408655	0.0509219	-0.722962	151
GRMZM2G079888	17	3.59763	5.6134	9.07823	1.69486	461
GRMZM2G079889	1	0.212935	0.0322581	1.96774	-1.07758	285
GRMZM2G079897	1	0.221297	0.208145	NA	-0.0784416	102
GRMZM2G079904	6	1.29485	2.20407	1.97094	1.74341	186
GRMZM2G079908	5	1.04995	1.06212	6.31569	0.0266001	74
GRMZM2G079913	14	2.95546	3.98686	2.01314	1.02109	487
GRMZM2G079915	2	0.420291	0.728199	1.28007	1.22564	84
GRMZM2G079925	8	1.68803	2.86574	5.09811	1.82216	267
GRMZM2G079928	12	2.51319	3.86521	5.68158	1.51933	517
GRMZM2G079938	5	1.04662	2.00562	1.20858	2.09553	280
GRMZM2G079944	6	1.26575	1.70918	2.36313	0.850268	171
GRMZM2G079949	2	0.435387	0.528571	NA	0.370922	190
GRMZM2G079954	2	0.422988	0.545139	NA	0.486225	39
GRMZM2G079956	1	0.221297	0.49095	NA	1.60824	135
GRMZM2G079957	0	0	0	NA	NA	14
GRMZM2G079965	11	2.30261	2.62609	2.22229	0.38998	357
GRMZM2G079974	3	0.629507	0.231168	NA	-1.2293	263
GRMZM2G079980	8	1.67732	2.50163	1.03996	1.27538	356
GRMZM2G080001	30	6.34588	6.9427	15.134	0.304595	333
GRMZM2G080034	4	0.883909	0.957744	NA	0.188286	182
GRMZM2G080041	24	5.04572	5.15286	2.51903	0.0667556	885
GRMZM2G080044	23	4.85628	5.36155	9.35565	0.326894	399
GRMZM2G080045	7	1.5021	2.24466	0.126984	1.27085	379
GRMZM2G080048	9	1.89835	2.80961	7.55771	1.28749	175
GRMZM2G080054	15	3.21002	3.76422	1.78142	0.51796	121
GRMZM2G080056	3	0.633226	0.689453	0.14223	0.173522	308
GRMZM2G080079	5	1.0552	0.955962	0.207438	-0.216851	175
GRMZM2G080083	3	0.646305	0.201499	1.90888	-1.3727	275
GRMZM2G080103	0	0	0	NA	NA	177
GRMZM2G080107	2	0.418913	0.752732	NA	1.32878	86
GRMZM2G080111	2	0.417593	0.554434	2.57989	0.544698	116
GRMZM2G080116	0	0	0	0	NA	119
GRMZM2G080120	15	3.14728	5.5117	4.26258	2.20981	163
GRMZM2G080129	3	0.629087	0.532274	3.17253	-0.298771	173
GRMZM2G080139	7	1.47225	2.14182	4.14209	1.14592	506
GRMZM2G080156	5	1.05635	0.737853	0.122096	-0.695945	155
GRMZM2G080168	8	1.68538	2.09431	0.0566038	0.63269	349
GRMZM2G080169	0	0	NA	NA	NA	NA
GRMZM2G080174	12	2.54164	3.53859	4.02162	1.12031	228
GRMZM2G080178	19	3.97978	4.86252	8.00936	0.674696	486
GRMZM2G080183	3	0.646658	0.602944	NA	-0.134902	228
GRMZM2G080222	7	1.53732	1.61746	0.00422833	0.137159	104
GRMZM2G080231	13	2.73065	3.33273	1.91668	0.633707	281
GRMZM2G080243	0	0	0	0	NA	157
GRMZM2G080247	20	4.20345	7.15506	5.45061	2.15798	535
GRMZM2G080252	1	0.211494	0.0907738	NA	-0.71999	85
GRMZM2G080256	2	0.419025	0.0875647	1.97041	-1.31939	199
GRMZM2G080262	4	0.856032	0.465216	NA	-0.996624	626
GRMZM2G080263	0	0	0	NA	NA	141
GRMZM2G080270	28	5.85644	9.52354	10.9219	1.99156	456
GRMZM2G080274	8	1.68008	1.12356	0.020979	-0.861046	150
GRMZM2G080295	1	0.214445	0.183051	NA	-0.187238	128
GRMZM2G080307	24	5.05132	6.73436	10.1269	1.04873	767
GRMZM2G080314	21	4.40769	6.38562	8.98384	1.38598	432
GRMZM2G080320	6	1.26809	1.78828	1.27938	0.997452	198
GRMZM2G080349	3	0.63704	0.898539	2.89947	0.807004	145
GRMZM2G080354	8	1.69824	2.47235	4.04649	1.19769	183
GRMZM2G080355	2	0.420291	0.316117	NA	-0.414665	104
GRMZM2G080375	23	4.84209	4.99548	7.28981	0.099237	371
GRMZM2G080380	1	0.212935	0.444209	0.211528	1.37935	268
GRMZM2G080387	3	0.629507	0.679763	0.673222	0.155092	49
GRMZM2G080409	0	0	0	NA	NA	22
GRMZM2G080423	2	0.42781	0.914086	NA	1.93564	52
GRMZM2G080439	6	1.27116	1.8946	1.65876	1.19542	421
GRMZM2G080442	0	0	0	NA	NA	80
GRMZM2G080450	19	4.00609	5.14693	8.92779	0.871954	407
GRMZM2G080452	6	1.28119	1.66875	0.567434	0.743129	237
GRMZM2G080462	6	1.25157	2.20792	4.02258	1.83379	208
GRMZM2G080466	0	0	0	NA	NA	72
GRMZM2G080487	1	0.212935	0.274987	NA	0.370083	122
GRMZM2G080497	5	1.05076	0.749793	3.61668	-0.65765	302
GRMZM2G080499	17	3.57901	4.76172	4.6168	0.99442	533
GRMZM2G080501	6	1.27861	2.38659	1.10813	2.12453	150
GRMZM2G080503	8	1.69674	2.67766	0.0906443	1.51769	776
GRMZM2G080509	8	1.68515	2.43118	2.32411	1.15425	250
GRMZM2G080512	3	0.664661	0.615671	1.9697	-0.151187	171
GRMZM2G080516	3	0.648337	0.8919	NA	0.751653	112
GRMZM2G080519	5	1.05334	1.16333	0.149369	0.240348	317
GRMZM2G080521	9	1.88995	2.18523	0.441163	0.417191	244
GRMZM2G080524	2	0.416328	0.794507	1.01141	1.50535	152
GRMZM2G080530	3	0.625124	0.854195	NA	0.706928	462
GRMZM2G080537	31	6.49548	8.90279	9.28885	1.19268	743
GRMZM2G080547	2	0.435742	0.621313	1.57809	0.738671	63
GRMZM2G080549	6	1.27382	1.74981	2.03019	0.912699	202
GRMZM2G080556	1	0.219447	0.330538	NA	0.662562	94
GRMZM2G080565	21	4.37086	7.53661	8.59715	2.21829	315
GRMZM2G080567	0	0	0	NA	NA	16
GRMZM2G080575	0	0	0	NA	NA	149
GRMZM2G080583	3	0.644008	0.767284	0.0671329	0.380439	179
GRMZM2G080586	9	1.90571	2.08036	0.304758	0.246759	197
GRMZM2G080588	11	2.30364	2.84258	5.24557	0.649734	202
GRMZM2G080594	0	0	0	NA	NA	268
GRMZM2G080603	1	0.208796	0.254609	NA	0.273233	60
GRMZM2G080608	4	0.84322	0.461633	1.94618	-0.973089	69
GRMZM2G080642	1	0.214445	0.0655367	NA	-0.888106	54
GRMZM2G080644	6	1.25829	0.711338	2.11486	-1.04877	227
GRMZM2G080650	9	1.90636	2.81669	5.29836	1.28618	213
GRMZM2G080652	2	0.415063	0.139545	0.00538302	-1.09671	232
GRMZM2G080663	1	0.212935	0.252247	0.0428345	0.234463	209
GRMZM2G080670	4	0.879717	1.48144	0.316806	1.53445	117
GRMZM2G080689	7	1.47424	3.06939	NA	2.72998	217
GRMZM2G080696	19	4.00666	6.60709	2.12752	1.98755	393
GRMZM2G080698	1	0.212935	0.317292	NA	0.622399	234
GRMZM2G080722	4	0.832656	1.31088	0.854054	1.21951	128
GRMZM2G080724	4	0.86495	1.06731	2.63671	0.516028	205
GRMZM2G080725	12	2.53101	2.97351	3.35447	0.497255	272
GRMZM2G080731	4	0.843455	1.23884	0.251295	1.00828	253
GRMZM2G080746	12	2.53304	2.63108	4.27844	0.110172	355
GRMZM2G080764	1	0.207531	0.341615	0.0931677	0.799691	212
GRMZM2G080769	2	0.425939	0.790422	0.0564972	1.45084	288
GRMZM2G080772	2	0.42161	0.31481	0.0295122	-0.42512	99
GRMZM2G080775	15	3.16564	3.39397	3.59383	0.213405	482
GRMZM2G080816	12	2.54422	2.7648	3.6361	0.247879	255
GRMZM2G080825	4	0.847813	1.50319	0.388889	1.67129	310
GRMZM2G080834	0	0	NA	NA	NA	NA
GRMZM2G080839	7	1.47242	2.41432	2.24741	1.61199	386
GRMZM2G080842	19	4.00614	6.47149	8.92972	1.8843	423
GRMZM2G080843	17	3.57846	5.08184	4.92049	1.26404	392
GRMZM2G080851	24	5.07857	6.7168	18.2053	1.0208	645
GRMZM2G080858	4	0.849478	0.823457	2.29097	-0.0663567	273
GRMZM2G080871	4	0.843851	0.523603	0.00341224	-0.816667	234
GRMZM2G080887	5	1.07518	1.24975	0.422101	0.381458	427
GRMZM2G080889	2	0.420466	0.280819	0.0432486	-0.555871	237
GRMZM2G080891	0	0	NA	NA	NA	NA
GRMZM2G080898	2	0.415063	0.137888	1.80373	-1.1033	364
GRMZM2G080907	2	0.419025	0.766667	0.238509	1.3838	379
GRMZM2G080912	9	1.88793	2.94035	2.26792	1.48694	299
GRMZM2G080917	10	2.08939	2.249	1.30009	0.207605	163
GRMZM2G080930	4	0.859438	1.11968	1.77895	0.663642	124
GRMZM2G080937	8	1.7053	1.29226	2.10436	-0.639053	387
GRMZM2G080940	9	1.92739	2.97602	2.04086	1.48159	331
GRMZM2G080968	0	0	0	NA	NA	14
GRMZM2G080992	5	1.0633	1.86009	1.09179	1.74107	449
GRMZM2G081012	1	0.214445	0.480791	0.773446	1.58852	138
GRMZM2G081013	25	5.24173	6.19564	15.8989	0.573259	316
GRMZM2G081016	1	0.225329	0.0815603	NA	-0.857451	85
GRMZM2G081017	3	0.660288	0.723156	0.00584416	0.194017	114
GRMZM2G081032	6	1.26105	0.994017	2.10364	-0.512024	211
GRMZM2G081037	5	1.0525	1.40803	1.20937	0.776888	260
GRMZM2G081048	10	2.11394	0.885455	9.32585	-1.59794	333
GRMZM2G081053	17	3.59674	4.97381	3.32032	1.15783	535
GRMZM2G081060	1	0.214445	0.235028	0.0361582	0.122762	89
GRMZM2G081075	5	1.04932	2.15239	2.91388	2.41034	230
GRMZM2G081077	1	0.211494	0.119048	0.00793651	-0.551362	121
GRMZM2G081090	3	0.629507	1.03168	2.3441	1.24113	131
GRMZM2G081102	15	3.15463	2.57787	4.63644	-0.539038	142
GRMZM2G081105	6	1.2679	1.78968	4.98383	1.0005	267
GRMZM2G081112	8	1.69617	2.49641	3.56331	1.23813	217
GRMZM2G081114	2	0.439931	0.344483	NA	-0.379932	56
GRMZM2G081127	12	2.53979	2.86377	9.44024	0.36407	574
GRMZM2G081140	0	0	0	NA	NA	9
GRMZM2G081144	2	0.42161	0.742633	0.0377622	1.27784	164
GRMZM2G081151	6	1.29543	0.406795	1.91297	-1.70394	31
GRMZM2G081155	7	1.4953	1.11683	5.95278	-0.647732	419
GRMZM2G081158	14	2.93417	1.93468	7.1471	-0.9895	625
GRMZM2G081160	0	0	NA	NA	NA	NA
GRMZM2G081172	11	2.30365	2.27621	0.938757	-0.0330886	86
GRMZM2G081175	8	1.68007	0.953977	1.95128	-1.12342	347
GRMZM2G081180	3	0.633104	0.419793	NA	-0.658293	91
GRMZM2G081188	10	2.114	3.46017	3.35975	1.75102	366
GRMZM2G081192	7	1.48381	2.44069	1.91333	1.63762	204
GRMZM2G081214	5	1.05655	1.45453	0.590782	0.869642	167
GRMZM2G081221	15	3.13882	3.79083	6.4234	0.60937	299
GRMZM2G081239	4	0.871048	1.08321	NA	0.541023	229
GRMZM2G081251	5	1.05609	1.56814	1.96397	1.1189	68
GRMZM2G081268	2	0.444775	0.480567	NA	0.14247	35
GRMZM2G081285	0	0	0	NA	NA	38
GRMZM2G081310	13	2.74669	4.9409	3.31643	2.30949	340
GRMZM2G081322	14	2.93755	4.40838	4.29066	1.45612	639
GRMZM2G081350	4	0.839569	0.554881	2.22037	-0.725986	530
GRMZM2G081377	0	0	0	NA	NA	26
GRMZM2G081406	2	0.440469	0.961309	NA	2.07322	462
GRMZM2G081429	7	1.4802	1.02484	1.72804	-0.779316	341
GRMZM2G081441	11	2.30077	2.99345	0	0.835081	250
GRMZM2G081445	0	0	0	NA	NA	123
GRMZM2G081458	6	1.27336	0.868667	1.56111	-0.775981	348
GRMZM2G081464	1	0.210116	0.302098	NA	0.548591	21
GRMZM2G081474	2	0.424429	0.300115	2.01735	-0.494836	310
GRMZM2G081500	1	0.221297	0.144796	NA	-0.456259	35
GRMZM2G081504	33	6.88997	7.30105	3.10435	0.192421	571
GRMZM2G081511	1	0.207531	0.401242	1.07702	1.15532	76
GRMZM2G081515	4	0.880399	1.80627	NA	2.36108	90
GRMZM2G081519	14	2.92222	1.95377	8.52407	-0.958764	265
GRMZM2G081521	10	2.11916	2.035	0.213904	-0.10947	236
GRMZM2G081529	1	0.211494	0.47619	NA	1.57868	71
GRMZM2G081538	0	0	0	NA	NA	47
GRMZM2G081541	18	3.80617	7.05232	8.10638	2.59922	136
GRMZM2G081554	30	6.39922	6.92996	19.8487	0.270871	562
GRMZM2G081557	9	1.90786	2.19992	NA	0.412652	275
GRMZM2G081571	4	0.842267	1.06954	1.18765	0.579582	150
GRMZM2G081577	0	0	0	NA	NA	103
GRMZM2G081580	6	1.25289	2.00905	4.07344	1.44993	94
GRMZM2G081582	16	3.39451	4.10694	5.87405	0.630637	488
GRMZM2G081585	0	0	NA	NA	NA	0
GRMZM2G081589	20	4.22647	5.89338	2.05618	1.21871	391
GRMZM2G081603	8	1.68162	1.85981	6.85542	0.275697	339
GRMZM2G081615	2	0.425939	0.935943	1.61342	2.03009	67
GRMZM2G081622	6	1.26519	1.4249	4.21747	0.306239	120
GRMZM2G081626	24	5.145	7.21057	2.7319	1.28709	319
GRMZM2G081639	15	3.16145	2.36512	10.3476	-0.744264	1085
GRMZM2G081642	1	0.212935	0.0322581	1.96774	-1.07758	129
GRMZM2G081644	2	0.424429	0.306237	2.02163	-0.470468	69
GRMZM2G081652	11	2.32825	3.27819	1.9869	1.14524	402
GRMZM2G081653	1	0.210116	0.339394	1.26061	0.771029	139
GRMZM2G081666	21	4.40246	7.34197	7.34115	2.05976	495
GRMZM2G081668	1	0.2324	0.0929152	NA	-0.831902	4
GRMZM2G081671	4	0.83524	0.604433	0.0472235	-0.588583	222
GRMZM2G081676	10	2.14285	1.81481	1.97963	-0.426689	138
GRMZM2G081682	15	3.15637	2.68889	2.30209	-0.436905	376
GRMZM2G081689	0	0	0	NA	NA	1
GRMZM2G081719	19	4.0267	4.8618	8.89375	0.63828	397
GRMZM2G081722	3	0.630583	0.171878	1.97685	-1.41559	133
GRMZM2G081729	17	3.55286	4.60696	7.02013	0.886285	316
GRMZM2G081745	23	4.84943	6.5356	13.1739	1.09092	721
GRMZM2G081774	13	2.71991	4.37796	5.39649	1.74516	368
GRMZM2G081782	7	1.47684	2.14131	5.15138	1.13719	184
GRMZM2G081790	16	3.42021	5.05474	2.60942	1.44686	440
GRMZM2G081794	2	0.425225	0.145031	NA	-1.11532	177
GRMZM2G081803	7	1.45783	2.34512	4.42147	1.51852	98
GRMZM2G081812	8	1.67899	2.21812	3.90262	0.834144	239
GRMZM2G081816	0	0	0	NA	NA	213
GRMZM2G081826	5	1.06918	2.33169	3.32038	2.75874	113
GRMZM2G081829	7	1.47808	2.136	2.45496	1.12599	217
GRMZM2G081841	16	3.36803	4.22761	11.0939	0.760883	425
GRMZM2G081843	3	0.626389	0.308604	1.74934	-0.980708	216
GRMZM2G081857	38	7.99649	11.9654	13.7306	1.63263	777
GRMZM2G081883	2	0.418913	0.362173	1.28054	-0.225853	58
